Date,BTC,GLD,IEF,SPY,VEA
2016-01-05,-0.0026114880105212457,0.0028185529910356166,-0.0002826924768014605,0.0016915483484407634,-0.0011058324613989479
2016-01-06,-0.006609363193875617,0.014440762350867997,0.0060371550720683675,-0.012614359093297556,-0.01826718891585244
2016-01-07,0.06744967414278147,0.014139709399294764,0.002156968518290281,-0.02399135114616424,-0.018889093448980154
2016-01-08,-0.010518533255044149,-0.004427708091822691,0.0025261083381735716,-0.010976892700556129,-0.012356339463311605
2016-01-11,-0.010595066162266686,-0.008894799760520211,-0.0031735932835322833,0.000990332508572278,0.004364179202231533
2016-01-12,-0.028405912064368155,-0.005060137388834152,0.004493953742886081,0.008068421186299135,0.004055750206356068
2016-01-13,-0.007617802165628018,0.004893984653210337,0.003914872909040357,-0.024940901993435127,-0.015002862761917313
2016-01-14,-0.004775996611502853,-0.016233809757639994,-0.002042794314592755,0.01641704865916016,0.011716315308624381
2016-01-15,-0.1533211392380016,0.010289314914859515,0.004651887259058851,-0.021466303773281403,-0.03474204905182987
2016-01-19,0.04341654550300644,-0.000960784707550344,-0.0012964690201823226,0.0013311258462249675,0.008697987115942718
2016-01-20,0.10543504141779825,0.013367949074563512,0.0049144832180874065,-0.01281499095748595,-0.022896303018487996
2016-01-21,-0.023720384830985597,0.001138797703897687,-0.002491762597415348,0.005601643011556856,0.00760829580629796
2016-01-22,-0.06768842705359068,-0.004644969889963546,-0.002219825324352942,0.020515337248189658,0.028994023284166337
2016-01-25,0.02414170409569616,0.010285731724330338,0.0033371458674369414,-0.015116665630344417,-0.014382045872286642
2016-01-26,0.0010900525845978226,0.011406476843766722,0.0007392976056077583,0.013643308954575772,0.018165820260354515
2016-01-27,0.007188443331437089,0.0037282274439893737,0.0007383112962333627,-0.010883031126828313,-0.006435018833026662
2016-01-28,-0.037174746465929664,-0.010678814187088714,0.0012922131009824867,0.005209030133940695,0.0038270347340294553
2016-01-29,-0.0021431133644858047,0.0038482826092700595,0.005344298899109479,0.02437752630479606,0.017302058852295188
2016-02-01,-0.016912882790638073,0.01028523735300313,-0.00230416659348176,-0.0003614299167502555,-0.002017825131241602
2016-02-02,0.0037313387049842106,0.00037013683482878257,0.00708349270476627,-0.018022247737340957,-0.022530633085260265
2016-02-03,-0.012015000596581338,0.010731831819877025,-0.0010960049740292854,0.0059949064124291684,0.008865600431129161
2016-02-04,0.053101883614825374,0.012082377069329242,0.002377689266338079,0.0015681908443929693,0.0020501804628261233
2016-02-05,-0.007815785037633693,0.015827077912906162,0.001277183802766091,-0.0190503297083906,-0.01490782185330275
2016-02-08,-0.033894848733321825,0.013443751249405,0.007472370066312628,-0.013460645407500582,-0.018100904502689752
2016-02-09,0.006913968501225387,-0.002196257541759894,0.00018030473049357454,5.3403134142593345e-05,-0.010879332153072907
2016-02-10,0.014945643131907493,0.007747818623272451,0.0029835311765060712,-0.0008623660150505197,-0.002139135651959778
2016-02-11,-0.005227303585499055,0.0401886992042193,0.004598288371013615,-0.013008069722056481,-0.013165817566032523
2016-02-12,0.012140024574571084,-0.005879363032051943,-0.007627908900158409,0.020617068696749508,0.015824386731690065
2016-02-16,0.06044039127889933,-0.030331226332987904,-0.0029843172244317095,0.016878169124342257,0.019241819280126027
2016-02-17,0.021679127316867275,0.00618634429410414,-0.002448952099104895,0.016334961675119608,0.01798039276945107
2016-02-18,0.014534410875089776,0.02433319602449635,0.004637068011485113,-0.00409599805252947,-0.004709797259305981
